location,size,total_sqft,bath,price,bhk,price_per_sqft,bath_per_bhk,sqft_per_bhk
BEML Layout,3 BHK,2000.0,3.0,110.6,3,5530.0,1.0,666.6666666666666
Thanisandra,6 Bedroom,2999.97,6.0,262.26,6,8742.08742087421,1.0,499.99499999999995
Kadugodi,2 BHK,1150.0,2.0,91.06,2,7918.260869565217,1.0,575.0
9th Block Jayanagar,4 Bedroom,1440.0,4.0,295.65,4,20531.249999999996,1.0,360.0
Hennur Road,2 BHK,1085.0,2.0,63.53,2,5855.299539170507,1.0,542.5
Hebbal Kempapura,3 BHK,1785.0,3.0,166.22,3,9312.044817927172,1.0,595.0
Malleshwaram,3 BHK,2475.0,4.0,340.26,3,13747.878787878788,1.3333333333333333,825.0
Thanisandra,3 BHK,1930.0,4.0,156.06,3,8086.010362694301,1.3333333333333333,643.3333333333334
4th Phase JP Nagar,2 BHK,600.0,4.0,48.34,2,8056.666666666667,2.0,300.0
Kadugondanahalli,2 Bedroom,800.0,1.0,35.84,2,4480.000000000001,0.5,400.0
Kumaraswami Layout,4 BHK,2450.0,3.0,148.91,4,6077.959183673469,0.75,612.5
akshaya nagar t c palya,4 Bedroom,1200.0,4.0,130.0,4,10833.333333333334,1.0,300.0
Bannerghatta Road,3 BHK,1920.0,3.0,175.3,3,9130.208333333334,1.0,640.0
Kothannur,2 BHK,1085.0,2.0,41.77,2,3849.7695852534566,1.0,542.5
Thanisandra,1 BHK,760.0,1.0,55.5,1,7302.631578947368,1.0,760.0
Sahakara Nagar,2 BHK,1201.0,2.0,73.68,2,6134.8875936719405,1.0,600.5
Electronic City,3 BHK,1615.0,3.0,101.41,3,6279.256965944272,1.0,538.3333333333334
HSR Layout,2 BHK,1289.0,2.0,137.2,2,10643.91000775795,1.0,644.5
Budigere,3 BHK,1991.0,4.0,103.73,3,5209.944751381216,1.3333333333333333,663.6666666666666
Kasavanhalli,2 BHK,1377.0,2.0,74.65,2,5421.205519244736,1.0,688.5
Cunningham Road,3 BHK,2880.0,3.0,573.9,3,19927.083333333332,1.0,960.0
Laxmi Sagar Layout,3 Bedroom,1892.0,3.0,140.03,3,7401.162790697675,1.0,630.6666666666666
Shivaji Nagar,3 BHK,2176.0,3.0,168.31,3,7734.83455882353,1.0,725.3333333333334
Thanisandra,1 BHK,663.0,1.0,50.69,1,7645.550527903469,1.0,663.0
Electronic City,2 BHK,1165.0,2.0,67.41,2,5786.266094420601,1.0,582.5
Talaghattapura,3 BHK,3554.0,4.0,223.97,3,6301.913337084975,1.3333333333333333,1184.6666666666667
Thanisandra,2 BHK,1260.0,2.0,97.98,2,7776.190476190476,1.0,630.0
Volagerekallahalli,2 BHK,1095.0,2.0,33.19,2,3031.0502283105025,1.0,547.5
KR Garden,2 BHK,1050.0,2.0,73.84,2,7032.380952380952,1.0,525.0
Seegehalli,2 BHK,1176.0,2.0,56.73,2,4823.9795918367345,1.0,588.0
Thanisandra,3 BHK,1801.0,3.0,138.62,3,7696.835091615769,1.0,600.3333333333334
Whitefield,2 BHK,1315.0,2.0,116.14,2,8831.939163498098,1.0,657.5
Parappana Agrahara,2 BHK,1194.0,2.0,48.29,2,4044.388609715243,1.0,597.0
NRI Layout,2 Bedroom,2400.0,2.0,121.94,2,5080.833333333333,1.0,1200.0
Uttarahalli,3 BHK,1308.0,2.0,55.76,3,4262.9969418960245,0.6666666666666666,436.0
Sarjapur  Road,4 Bedroom,4250.0,4.0,250.2,4,5887.058823529412,1.0,1062.5
Thanisandra,4 Bedroom,3671.0,4.0,321.21,4,8749.931898665212,1.0,917.75
Hoodi,3 BHK,2144.0,3.0,201.47,3,9396.921641791045,1.0,714.6666666666666
Hoskote,2 BHK,1065.0,2.0,36.3,2,3408.4507042253517,1.0,532.5
Balagere,2 BHK,1205.0,2.0,72.1,2,5983.4024896265555,1.0,602.5
Uttarahalli,2 BHK,1160.0,2.0,48.02,2,4139.6551724137935,1.0,580.0
Parappana Agrahara,2 BHK,1194.0,2.0,45.86,2,3840.8710217755442,1.0,597.0
mvj engineering college,3 Bedroom,1200.0,3.0,59.94,3,4995.0,1.0,400.0
2nd Phase Judicial Layout,3 BHK,1681.0,3.0,59.83,3,3559.1909577632364,1.0,560.3333333333334
Bommasandra Industrial Area,2 BHK,1130.0,2.0,32.77,2,2900.0000000000005,1.0,565.0
Iblur Village,4 BHK,3633.0,5.0,270.95,4,7458.023671896504,1.25,908.25
Kanakpura Road,3 BHK,1843.0,3.0,93.2,3,5056.972327726533,1.0,614.3333333333334
Bommasandra Industrial Area,2 BHK,1065.0,2.0,29.95,2,2812.2065727699533,1.0,532.5
Thubarahalli,3 BHK,1885.0,3.0,118.6,3,6291.777188328912,1.0,628.3333333333334
R.T. Nagar,2 BHK,1500.0,2.0,97.23,2,6482.0,1.0,750.0
Panathur,2 BHK,1210.0,2.0,116.55,2,9632.231404958678,1.0,605.0
TC Palaya,2 BHK,1126.0,2.0,61.02,2,5419.182948490231,1.0,563.0
Rayasandra,3 BHK,1357.0,2.0,59.99,3,4420.781134856301,0.6666666666666666,452.3333333333333
Whitefield,3 BHK,1451.0,2.0,133.93,3,9230.186078566507,0.6666666666666666,483.6666666666667
Kodigehaali,4 Bedroom,1600.0,3.0,81.44,4,5090.0,0.75,400.0
Hennur Road,2 BHK,950.0,2.0,57.79,2,6083.1578947368425,1.0,475.0
Bellandur,2 BHK,960.0,2.0,95.67,2,9965.625,1.0,480.0
2nd Block Bel Layout,3 BHK,1625.0,3.0,93.84,3,5774.7692307692305,1.0,541.6666666666666
Kaggalipura,3 Bedroom,2200.0,4.0,122.14,3,5551.818181818182,1.3333333333333333,733.3333333333334
Ambalipura,3 BHK,1607.0,2.0,97.0,3,6036.092097075296,0.6666666666666666,535.6666666666666
Kanakpura Road,2 BHK,900.0,2.0,42.76,2,4751.111111111111,1.0,450.0
Shree Ananth Nagar Layout,2 BHK,1080.0,2.0,38.4,2,3555.5555555555557,1.0,540.0
Cooke Town,3 BHK,2300.0,3.0,317.81,3,13817.826086956522,1.0,766.6666666666666
Hosa Road,4 BHK,1708.0,3.0,85.43,4,5001.75644028103,0.75,427.0
Yeshwanthpur,6 Bedroom,2500.0,5.0,145.88,6,5835.2,0.8333333333333334,416.6666666666667
Bellandur,3 BHK,1690.0,2.0,174.21,3,10308.284023668639,0.6666666666666666,563.3333333333334
RR Layout,5 Bedroom,2100.0,3.0,148.49,5,7070.952380952381,0.6,420.0
4th Block Koramangala,2 BHK,1269.0,2.0,151.32,2,11924.34988179669,1.0,634.5
Haralur Road,2 BHK,1243.0,2.0,114.03,2,9173.773129525342,1.0,621.5
Haralur Road,3 BHK,1890.0,3.0,190.51,3,10079.89417989418,1.0,630.0
Electronic City Phase II,2 BHK,1165.0,2.0,32.56,2,2794.8497854077254,1.0,582.5
BTM Layout,2 BHK,1196.0,2.0,116.6,2,9749.163879598662,1.0,598.0
Parappana Agrahara,2 BHK,1194.0,2.0,47.17,2,3950.5862646566165,1.0,597.0
Old Madras Road,3 BHK,1630.0,3.0,100.55,3,6168.711656441717,1.0,543.3333333333334
Whitefield,2 BHK,1063.0,2.0,97.26,2,9149.576669802445,1.0,531.5
Shikaripalya,2 BHK,1025.0,2.0,38.96,2,3800.9756097560976,1.0,512.5
Chikkabanavar,2 BHK,1067.0,2.0,42.42,2,3975.6326148078724,1.0,533.5
Kanakpura Road,2 BHK,1299.0,2.0,62.31,2,4796.766743648961,1.0,649.5
Panathur,2 BHK,1343.0,2.0,128.61,2,9576.32166790767,1.0,671.5
Electronics City Phase 1,3 BHK,1330.0,2.0,65.53,3,4927.067669172932,0.6666666666666666,443.3333333333333
Mallasandra,3 BHK,1524.0,2.0,78.7,3,5164.041994750656,0.6666666666666666,508.0
Lingadheeranahalli,4 BHK,2236.0,4.0,158.26,4,7077.817531305904,1.0,559.0
Domlur,3 BHK,2955.0,3.0,374.66,3,12678.849407783418,1.0,985.0
Raja Rajashweri Nagar,3 BHK,1410.0,2.0,46.98,3,3331.9148936170213,0.6666666666666666,470.0
Kothanur,3 BHK,1581.0,3.0,75.87,3,4798.861480075901,1.0,527.0
Balagere,2 BHK,1205.0,2.0,74.94,2,6219.087136929461,1.0,602.5
Thyagaraja Nagar,3 BHK,1270.0,2.0,95.95,3,7555.118110236221,0.6666666666666666,423.3333333333333
VHBCS Layout,3 BHK,1353.0,2.0,116.07,3,8578.71396895787,0.6666666666666666,451.0
Jinkethimmanahalli,2 Bedroom,1200.0,2.0,84.89,2,7074.166666666667,1.0,600.0
basaveshwarnagar,3 BHK,1250.0,2.0,74.08,3,5926.4,0.6666666666666666,416.6666666666667
Gopalapura,3 BHK,1950.2,3.0,275.08,3,14105.219977438212,1.0,650.0666666666667
Sarjapur  Road,3 BHK,1157.0,2.0,66.96,3,5787.381158167675,0.6666666666666666,385.6666666666667
Kanakapura,1 BHK,825.0,1.0,39.15,1,4745.454545454545,1.0,825.0
Sarjapur  Road,2 BHK,1000.0,2.0,58.31,2,5831.0,1.0,500.0
Yelahanka,1 BHK,602.0,1.0,47.38,1,7870.431893687708,1.0,602.0
Malleshwaram,5 Bedroom,3000.0,4.0,377.58,5,12586.0,0.8,600.0
Hoodi,2 BHK,1108.0,2.0,96.78,2,8734.657039711192,1.0,554.0
Thyagaraja Nagar,2 BHK,1040.0,2.0,81.23,2,7810.576923076923,1.0,520.0
Sarjapur,2 BHK,1451.0,2.0,125.67,2,8660.92350103377,1.0,725.5
Raja Rajeshwari Nagar,2 BHK,1196.0,2.0,51.82,2,4332.775919732441,1.0,598.0
Kanakpura Road,1 BHK,850.0,1.0,42.11,1,4954.117647058823,1.0,850.0
Gopalapura,3 BHK,2171.66,3.0,295.15,3,13590.985697576967,1.0,723.8866666666667
Kanaka Nagar,2 BHK,900.0,2.0,59.53,2,6614.444444444444,1.0,450.0
Kudlu,1 BHK,720.0,1.0,29.58,1,4108.333333333333,1.0,720.0
Thanisandra,3 BHK,1573.0,3.0,137.72,3,8755.244755244756,1.0,524.3333333333334
Sarjapur  Road,2 BHK,1026.0,2.0,56.92,2,5547.75828460039,1.0,513.0
CV Raman Nagar,3 BHK,1400.0,2.0,70.52,3,5037.142857142857,0.6666666666666666,466.6666666666667
Electronic City Phase II,3 BHK,1400.0,2.0,41.15,3,2939.285714285714,0.6666666666666666,466.6666666666667
Banashankari Stage III,4 Bedroom,2100.0,3.0,116.59,4,5551.9047619047615,0.75,525.0
Sarjapur  Road,2 BHK,1150.0,2.0,65.02,2,5653.913043478261,1.0,575.0
Raja Rajeshwari Nagar,3 BHK,1500.0,3.0,64.0,3,4266.666666666667,1.0,500.0
Malleshwaram,3 BHK,2400.0,3.0,322.18,3,13424.166666666666,1.0,800.0
HRBR Layout,3 Bedroom,1200.0,3.0,86.96,3,7246.666666666667,1.0,400.0
Kothanur,3 BHK,1790.0,3.0,88.41,3,4939.106145251397,1.0,596.6666666666666
Ramagondanahalli,2 BHK,1125.0,2.0,48.04,2,4270.222222222223,1.0,562.5
Hennur,3 BHK,1830.5,3.0,156.11,3,8528.270964217429,1.0,610.1666666666666
Marathahalli,2 BHK,1100.0,2.0,99.06,2,9005.454545454546,1.0,550.0
Banaswadi,2 BHK,1105.0,2.0,94.83,2,8581.900452488688,1.0,552.5
Thanisandra,2 BHK,1110.0,2.0,84.05,2,7572.072072072072,1.0,555.0
Dasanapura,1 BHK,708.0,1.0,34.69,1,4899.717514124294,1.0,708.0
Kudlu,2 BHK,1027.0,2.0,42.6,2,4148.003894839338,1.0,513.5
"Banashankari 3rd stage, Vivekanandanagar",3 BHK,1600.0,3.0,96.7,3,6043.75,1.0,533.3333333333334
Thigalarapalya,4 BHK,3122.0,6.0,240.74,4,7711.08263933376,1.5,780.5
Sarjapur  Road,2 BHK,1205.0,2.0,66.74,2,5538.589211618257,1.0,602.5
5th Phase JP Nagar,3 BHK,1450.0,2.0,72.92,3,5028.9655172413795,0.6666666666666666,483.3333333333333
Annaiah Reddy Layout,1 Bedroom,540.0,1.0,23.51,1,4353.7037037037035,1.0,540.0
Dasarahalli,2 BHK,1200.0,2.0,77.38,2,6448.333333333333,1.0,600.0
Kalena Agrahara,3 BHK,1837.0,2.0,93.21,3,5074.033750680457,0.6666666666666666,612.3333333333334
Whitefield,2 BHK,1346.0,2.0,122.98,2,9136.701337295692,1.0,673.0
Balagere,2 BHK,1012.0,2.0,61.86,2,6112.648221343874,1.0,506.0
Gopalapura,3 BHK,1950.2,3.0,274.2,3,14060.096400369193,1.0,650.0666666666667
Atmananda Colony,2 BHK,1125.0,2.0,55.36,2,4920.888888888889,1.0,562.5
Kaggadasapura,3 BHK,1500.0,2.0,138.21,3,9214.0,0.6666666666666666,500.0
Harlur,2 BHK,1197.0,2.0,123.15,2,10288.220551378447,1.0,598.5
Chandapura,3 BHK,1230.0,2.0,77.33,3,6286.991869918699,0.6666666666666666,410.0
BTM 2nd Stage,2 BHK,1100.0,2.0,68.08,2,6189.090909090909,1.0,550.0
Channasandra Layout,3 BHK,1563.0,2.0,57.75,3,3694.817658349328,0.6666666666666666,521.0
4th Block Jayanagar,7 Bedroom,2240.0,4.0,290.21,7,12955.80357142857,0.5714285714285714,320.0
Hebbal Kempapura,4 BHK,3729.0,4.0,365.48,4,9801.019039957093,1.0,932.25
Sarjapur  Road,3 Bedroom,1600.0,3.0,90.02,3,5626.25,1.0,533.3333333333334
Green Glen Layout,3 BHK,1715.0,3.0,112.59,3,6565.014577259475,1.0,571.6666666666666
Bannerghatta Road,4 Bedroom,2400.0,4.0,231.5,4,9645.833333333334,1.0,600.0
Ramagondanahalli,2 BHK,1151.0,2.0,52.54,2,4564.726324934839,1.0,575.5
Uttarahalli,2 BHK,1123.0,2.0,45.59,2,4059.6616206589492,1.0,561.5
Whitefield,2 BHK,1276.0,2.0,117.79,2,9231.191222570533,1.0,638.0
Yelahanka,2 BHK,1315.0,2.0,106.38,2,8089.733840304182,1.0,657.5
Poorna Pragna Layout,3 BHK,1270.0,2.0,52.07,3,4100.0,0.6666666666666666,423.3333333333333
R.T. Nagar,2 BHK,1325.0,2.0,84.35,2,6366.037735849057,1.0,662.5
Varthur,3 BHK,1600.0,3.0,151.97,3,9498.125,1.0,533.3333333333334
Jakkur,3 BHK,1660.0,3.0,110.17,3,6636.746987951808,1.0,553.3333333333334
Kodichikkanahalli,2 BHK,1299.0,2.0,59.97,2,4616.6281755196305,1.0,649.5
Haralur Road,2 BHK,953.0,2.0,90.22,2,9466.94648478489,1.0,476.5
Gunjur,2 BHK,1457.0,2.0,64.04,2,4395.332875772136,1.0,728.5
Varthur,2 BHK,1000.0,1.0,89.05,2,8905.0,0.5,500.0
Mallasandra,3 BHK,1100.0,2.0,58.48,3,5316.363636363636,0.6666666666666666,366.6666666666667
Yelahanka,3 BHK,1075.0,2.0,89.0,3,8279.06976744186,0.6666666666666666,358.3333333333333
Kanakpura Road,3 BHK,1450.0,3.0,74.47,3,5135.862068965517,1.0,483.3333333333333
Iblur Village,5 BHK,5515.0,6.0,430.78,5,7811.060743427017,1.2,1103.0
Bellandur,1 BHK,950.0,1.0,93.21,1,9811.578947368422,1.0,950.0
Amam Enclave Layout,2 BHK,1013.0,2.0,58.5,2,5774.92596248766,1.0,506.5
Hennur Road,2 BHK,1140.0,2.0,70.89,2,6218.421052631579,1.0,570.0
4th T block Jayanagar,3 BHK,2100.0,3.0,189.08,3,9003.809523809523,1.0,700.0
Yelahanka,3 BHK,1430.0,3.0,115.74,3,8093.706293706294,1.0,476.6666666666667
Anantapura,3 BHK,1600.0,3.0,81.06,3,5066.25,1.0,533.3333333333334
Ayappa Nagar,2 BHK,1190.0,2.0,48.59,2,4083.1932773109243,1.0,595.0
Ashwath Nagar,3 BHK,1625.0,3.0,92.69,3,5704.0,1.0,541.6666666666666
Classic Paradise Layout,2 BHK,1210.0,2.0,81.43,2,6729.752066115703,1.0,605.0
Lakshminarayana Pura,3 BHK,1615.0,3.0,108.46,3,6715.789473684211,1.0,538.3333333333334
Kalena Agrahara,2 BHK,1180.0,2.0,58.82,2,4984.745762711865,1.0,590.0
Nagasandra,2 Bedroom,1500.0,2.0,90.78,2,6052.0,1.0,750.0
Bellandur,2 BHK,850.0,2.0,82.74,2,9734.117647058822,1.0,425.0
Kothanur,2 BHK,1130.0,2.0,56.67,2,5015.04424778761,1.0,565.0
CV Raman Nagar,2 BHK,907.0,2.0,46.46,2,5122.381477398016,1.0,453.5
HRBR Layout,2 BHK,1300.0,2.0,93.35,2,7180.7692307692305,1.0,650.0
Hennur Road,3 BHK,1891.0,3.0,114.76,3,6068.746694870439,1.0,630.3333333333334
Hennur Road,3 BHK,1735.0,3.0,104.01,3,5994.812680115274,1.0,578.3333333333334
Bisuvanahalli,3 BHK,1075.0,2.0,43.85,3,4079.0697674418607,0.6666666666666666,358.3333333333333
Uttarahalli,3 BHK,1590.0,3.0,63.97,3,4023.2704402515724,1.0,530.0
Jayanti Nagar,5 Bedroom,1600.0,5.0,105.22,5,6576.25,1.0,320.0
Doddakammanahalli,2 BHK,1160.0,2.0,52.7,2,4543.103448275862,1.0,580.0
Tasker Town,2 BHK,930.0,1.0,60.34,2,6488.1720430107525,0.5,465.0
Devanahalli,2 BHK,1010.0,2.0,51.4,2,5089.108910891089,1.0,505.0
Electronic City,2 BHK,1221.0,2.0,72.19,2,5912.366912366912,1.0,610.5
Banashankari,4 Bedroom,2400.0,4.0,217.1,4,9045.833333333334,1.0,600.0
Hoodi,2 BHK,1108.0,2.0,100.86,2,9102.888086642599,1.0,554.0
Sarjapur  Road,2 BHK,1370.0,2.0,76.72,2,5600.0,1.0,685.0
Banashankari Stage V,2 BHK,920.0,2.0,34.36,2,3734.782608695652,1.0,460.0
Bhoganhalli,2 BHK,1277.0,2.0,69.9,2,5473.766640563822,1.0,638.5
Horamavu Agara,2 BHK,1213.0,2.0,49.82,2,4107.17230008244,1.0,606.5
Singasandra,3 BHK,1653.0,3.0,85.05,3,5145.19056261343,1.0,551.0
Sarjapur,4 Bedroom,2400.0,3.0,227.54,4,9480.833333333334,0.75,600.0
1st Block Koramangala,4 BHK,3000.0,5.0,294.27,4,9809.0,1.25,750.0
Kothanur,4 Bedroom,1600.0,4.0,81.6,4,5099.999999999999,1.0,400.0
Electronics City Phase 1,3 BHK,1321.0,2.0,67.01,3,5072.672218016654,0.6666666666666666,440.3333333333333
Kanakpura Road,3 BHK,1570.0,3.0,85.3,3,5433.12101910828,1.0,523.3333333333334
Nallurhalli,2 BHK,1053.0,2.0,59.74,2,5673.314339981007,1.0,526.5
Hoysalanagar,3 BHK,1325.0,2.0,61.97,3,4676.981132075472,0.6666666666666666,441.6666666666667
manyata,2 BHK,1169.0,2.0,51.94,2,4443.11377245509,1.0,584.5
Badavala Nagar,2 BHK,1274.0,2.0,81.97,2,6434.065934065934,1.0,637.0
Whitefield,2 BHK,1317.0,2.0,119.7,2,9088.838268792711,1.0,658.5
Lakshminarayana Pura,2 BHK,1195.0,2.0,78.73,2,6588.284518828452,1.0,597.5
Whitefield,4 BHK,2858.0,4.0,278.88,4,9757.872638208537,1.0,714.5
Kammasandra,2 BHK,940.0,2.0,27.87,2,2964.8936170212764,1.0,470.0
Budigere,3 BHK,1820.0,3.0,95.68,3,5257.142857142857,1.0,606.6666666666666
Kanakpura Road,3 BHK,1450.0,3.0,77.95,3,5375.862068965517,1.0,483.3333333333333
Whitefield,3 BHK,1615.0,3.0,148.81,3,9214.241486068111,1.0,538.3333333333334
Nagarbhavi,3 BHK,2200.0,2.0,188.96,3,8589.09090909091,0.6666666666666666,733.3333333333334
Subramanyapura,2 BHK,985.0,2.0,54.09,2,5491.370558375635,1.0,492.5
Electronics City Phase 1,2 BHK,1116.0,2.0,52.09,2,4667.562724014337,1.0,558.0
Attibele,2 BHK,656.0,2.0,34.66,2,5283.536585365853,1.0,328.0
Kaggadasapura,2 BHK,1105.0,2.0,102.88,2,9310.407239819004,1.0,552.5
Whitefield,2 BHK,1220.0,2.0,108.31,2,8877.868852459016,1.0,610.0
Hoodi,3 BHK,1400.0,3.0,129.88,3,9277.142857142857,1.0,466.6666666666667
Bhuvaneswari Nagar,4 Bedroom,2400.0,3.0,190.78,4,7949.166666666667,0.75,600.0
Uttarahalli,2 BHK,1000.0,2.0,41.53,2,4153.0,1.0,500.0
Bannerghatta Road,3 BHK,1660.0,3.0,157.85,3,9509.036144578313,1.0,553.3333333333334
Uttarahalli,3 BHK,1330.0,2.0,53.88,3,4051.127819548872,0.6666666666666666,443.3333333333333
Old Madras Road,2 BHK,1165.0,2.0,64.25,2,5515.021459227468,1.0,582.5
Budigere,2 BHK,1153.0,2.0,56.97,2,4941.023417172593,1.0,576.5
Bannerghatta Road,2 BHK,1270.0,2.0,116.26,2,9154.330708661417,1.0,635.0
2nd Phase JP Nagar,2 BHK,1070.0,2.0,76.86,2,7183.177570093458,1.0,535.0
RWF West Colony,3 BHK,1427.0,2.0,72.32,3,5067.974772249474,0.6666666666666666,475.6666666666667
Banashankari Stage III,3 BHK,1420.0,2.0,74.34,3,5235.211267605634,0.6666666666666666,473.3333333333333
Kothanur,4 Bedroom,1600.0,5.0,86.42,4,5401.25,1.25,400.0
Langford Town,2 BHK,2031.0,2.0,172.15,2,8476.120137863121,1.0,1015.5
Bellandur,2 BHK,1454.0,2.0,147.36,2,10134.800550206328,1.0,727.0
Whitefield,2 BHK,1116.0,2.0,97.47,2,8733.870967741936,1.0,558.0
Maruthi Sevanagar,4 Bedroom,2000.0,3.0,135.26,4,6763.0,0.75,500.0
Sarjapur  Road,2 BHK,1346.0,2.0,76.01,2,5647.102526002973,1.0,673.0
Hessarghatta,2 BHK,1062.0,2.0,50.08,2,4715.63088512241,1.0,531.0
 Mysore Highway,1 BHK,700.0,1.0,29.25,1,4178.571428571428,1.0,700.0
JP Nagar,2 BHK,1405.0,2.0,124.89,2,8888.96797153025,1.0,702.5
Doddathoguru,2 BHK,1100.0,2.0,39.93,2,3630.0,1.0,550.0
Chikka Tirupathi,3 Bedroom,2153.0,4.0,95.98,3,4457.965629354389,1.3333333333333333,717.6666666666666
Kammagondahalli,3 Bedroom,1200.0,3.0,49.06,3,4088.3333333333335,1.0,400.0
Ulsoor,3 BHK,2135.0,3.0,267.41,3,12525.058548009369,1.0,711.6666666666666
Uttarahalli,2 BHK,1125.0,2.0,42.77,2,3801.777777777778,1.0,562.5
2nd Phase Judicial Layout,3 BHK,1350.0,2.0,50.73,3,3757.777777777778,0.6666666666666666,450.0
Pai Layout,2 BHK,1068.0,2.0,47.07,2,4407.303370786517,1.0,534.0
Doddathoguru,2 BHK,940.0,2.0,34.76,2,3697.872340425532,1.0,470.0
Hosa Road,2 BHK,1063.0,2.0,47.87,2,4503.292568203198,1.0,531.5
Brookefield,2 BHK,1382.0,2.0,128.17,2,9274.24023154848,1.0,691.0
Harlur,2 BHK,936.0,2.0,92.63,2,9896.367521367521,1.0,468.0
KR Puram,3 BHK,1400.0,2.0,112.41,3,8029.285714285715,0.6666666666666666,466.6666666666667
Sarjapur  Road,1 BHK,475.0,1.0,27.19,1,5724.210526315789,1.0,475.0
LIC Colony,2 BHK,1200.0,2.0,118.57,2,9880.833333333334,1.0,600.0
Glass Factory Layout,3 BHK,1450.0,3.0,63.58,3,4384.827586206897,1.0,483.3333333333333
Kudlu,2 BHK,1162.0,2.0,48.78,2,4197.934595524957,1.0,581.0
Hosa Road,2 BHK,1161.0,2.0,56.8,2,4892.334194659776,1.0,580.5
Green Glen Layout,3 BHK,1623.29,2.0,105.55,3,6502.2269588305235,0.6666666666666666,541.0966666666667
Brookefield,2 BHK,1260.0,2.0,115.35,2,9154.761904761905,1.0,630.0
Billekahalli,4 Bedroom,1672.0,3.0,97.59,4,5836.722488038277,0.75,418.0
Seegehalli,3 Bedroom,3000.0,4.0,156.66,3,5222.0,1.3333333333333333,1000.0
Murugeshpalya,3 BHK,1500.0,2.0,75.33,3,5022.0,0.6666666666666666,500.0
Budigere,1 BHK,705.0,1.0,34.26,1,4859.574468085107,1.0,705.0
Gaurava Nagar,5 Bedroom,1650.0,6.0,143.91,5,8721.818181818182,1.2,330.0
Dollars Colony,3 BHK,2000.0,3.0,223.16,3,11158.0,1.0,666.6666666666666
Thyagaraja Nagar,1 Bedroom,1675.0,1.0,119.43,1,7130.149253731343,1.0,1675.0
Electronic City,3 Bedroom,1200.0,3.0,72.79,3,6065.833333333334,1.0,400.0
Nagarbhavi,2 BHK,1100.0,2.0,89.56,2,8141.818181818182,1.0,550.0
Whitefield,3 BHK,1400.0,2.0,126.57,3,9040.714285714286,0.6666666666666666,466.6666666666667
Ramagondanahalli,3 BHK,2257.0,3.0,99.71,3,4417.811253876827,1.0,752.3333333333334
Sarjapur  Road,2 BHK,1197.0,2.0,69.53,2,5808.688387635756,1.0,598.5
Siddapura,2 BHK,1150.0,2.0,83.59,2,7268.695652173913,1.0,575.0
Akshayanagara East,1 BHK,595.0,1.0,30.63,1,5147.899159663865,1.0,595.0
Hoodi,3 BHK,1837.0,3.0,179.81,3,9788.24169842134,1.0,612.3333333333334
Kumbalgodu,4 Bedroom,3750.0,4.0,195.64,4,5217.066666666667,1.0,937.5
Bellandur,3 BHK,1830.0,3.0,190.94,3,10433.879781420765,1.0,610.0
Green Glen Layout,3 BHK,1715.0,3.0,116.84,3,6812.827988338192,1.0,571.6666666666666
Electronic City,2 BHK,970.0,2.0,60.11,2,6196.907216494846,1.0,485.0
Hebbal Kempapura,4 Bedroom,1200.0,3.0,115.94,4,9661.666666666666,0.75,300.0
NRI Layout,4 Bedroom,2700.0,5.0,148.45,4,5498.148148148148,1.25,675.0
Siddapura,3 Bedroom,5480.0,4.0,432.04,3,7883.941605839416,1.3333333333333333,1826.6666666666667
Vidyaranyapura,4 BHK,2400.0,5.0,126.5,4,5270.833333333333,1.25,600.0
Sarjapur  Road,4 BHK,3040.0,4.0,183.16,4,6025.0,1.0,760.0
Raja Rajeshwari Nagar,2 BHK,1168.0,2.0,47.35,2,4053.9383561643835,1.0,584.0
Begur Road,2 BHK,1160.0,2.0,84.23,2,7261.206896551724,1.0,580.0
Mallappa Layout,3 BHK,1500.0,3.0,79.74,3,5315.999999999999,1.0,500.0
Kumaraswami Layout,2 Bedroom,600.0,2.0,32.98,2,5496.666666666666,1.0,300.0
ITPL,2 BHK,850.0,2.0,39.39,2,4634.117647058823,1.0,425.0
Ramamurthy Nagar,2 BHK,935.0,2.0,44.73,2,4783.957219251337,1.0,467.5
Doddaballapur,1 BHK,654.0,1.0,44.46,1,6798.165137614679,1.0,654.0
Domlur,3 BHK,1650.0,3.0,200.57,3,12155.757575757576,1.0,550.0
Dodsworth Layout,3 Bedroom,5656.0,5.0,353.61,3,6251.944837340877,1.6666666666666667,1885.3333333333333
Vinayak Nagar,2 BHK,1300.0,2.0,66.59,2,5122.307692307692,1.0,650.0
Kaggalipura,2 BHK,950.0,2.0,47.84,2,5035.789473684211,1.0,475.0
Silk Board,3 BHK,1250.0,3.0,55.92,3,4473.6,1.0,416.6666666666667
Doddakallasandra,2 BHK,1072.0,2.0,44.37,2,4138.992537313433,1.0,536.0
Ankappa Layout,3 BHK,1425.0,2.0,67.43,3,4731.9298245614045,0.6666666666666666,475.0
Uttarahalli,2 BHK,1165.0,1.0,45.96,2,3945.0643776824036,0.5,582.5
Kathriguppe,3 BHK,1390.0,2.0,79.02,3,5684.892086330935,0.6666666666666666,463.3333333333333
Kalena Agrahara,3 BHK,1510.0,3.0,79.46,3,5262.251655629138,1.0,503.3333333333333
Thanisandra,2 BHK,1305.0,2.0,104.86,2,8035.249042145594,1.0,652.5
Kodigehaali,2 BHK,866.0,2.0,43.85,2,5063.5103926097,1.0,433.0
Hulimavu,2 BHK,1231.0,2.0,71.61,2,5817.221770917953,1.0,615.5
