location,total_sqft,bhk,bath,bath_per_bhk,sqft_per_bhk,price
Electronic City Phase II,900.0,2,2.0,1.0,450.0,27.21
Sai Gardens,1261.0,2,2.0,1.0,630.5,55.26
Ulsoor,2500.0,4,4.0,1.0,625.0,322.68
Jigani,1352.0,3,3.0,1.0,450.6666666666667,75.02
Ramamurthy Nagar,1006.0,2,2.0,1.0,503.0,49.32
Electronic City Phase II,1320.0,3,2.0,0.6666666666666666,440.0,41.4
Nagadevanahalli,1080.0,2,2.0,1.0,540.0,59.44
Sarjapur  Road,1367.0,2,2.0,1.0,683.5,76.74
Vijayanagar,1178.0,2,2.0,1.0,589.0,100.54
Raja Rajeshwari Nagar,1141.0,2,2.0,1.0,570.5,47.9
Kannamangala,1536.0,3,3.0,1.0,512.0,94.22
Shirdi Sai Layout,1200.0,4,3.0,0.75,300.0,75.16
Keshava Nagar,1623.0,3,3.0,1.0,541.0,134.74
Laggere,2800.0,5,5.0,1.0,560.0,210.5
Electronic City,1200.0,2,2.0,1.0,600.0,70.94
Varthur,1112.0,2,2.0,1.0,556.0,98.72
Harlur,1197.0,2,2.0,1.0,598.5,117.9
Somasundara Palya,1255.0,2,2.0,1.0,627.5,63.48
Hulimavu,1000.0,2,2.0,1.0,500.0,54.03
Near International Airport,2100.0,4,4.0,1.0,525.0,128.44
TC Palaya,1200.0,2,2.0,1.0,600.0,63.77
Akshaya Nagar,1280.0,2,2.0,1.0,640.0,101.99
Koramangala,1744.0,3,3.0,1.0,581.3333333333334,236.64
Varthur,1140.0,2,2.0,1.0,570.0,101.38
Yelachenahalli,1464.0,3,2.0,0.6666666666666666,488.0,83.46
Sanjeevini Nagar,2820.0,3,3.0,1.0,940.0,234.93
Kasavanhalli,1476.0,3,3.0,1.0,492.0,86.95
R.T. Nagar,1560.0,3,3.0,1.0,520.0,107.45
Marathahalli,1365.0,2,2.0,1.0,682.5,124.08
Marathahalli,3800.0,4,4.0,1.0,950.0,368.94
Banashankari Stage III,1650.0,3,3.0,1.0,550.0,82.8
Yelahanka,1000.0,2,2.0,1.0,500.0,76.94
Yelahanka,697.0,1,1.0,1.0,697.0,56.51
Sarjapur  Road,1665.0,3,3.0,1.0,555.0,99.75
NGR Layout,1105.0,2,2.0,1.0,552.5,47.03
2nd Phase Judicial Layout,900.0,2,2.0,1.0,450.0,32.53
Sarjapur  Road,858.0,2,2.0,1.0,429.0,46.62
Uttarahalli,1143.0,2,2.0,1.0,571.5,44.59
Hebbal,1390.0,2,2.0,1.0,695.0,140.6
Kundalahalli,1500.0,4,4.0,1.0,375.0,124.22
Sarjapur,1200.0,3,3.0,1.0,400.0,109.79
Marathahalli,4000.0,4,4.0,1.0,1000.0,381.6
Marathahalli,1156.0,2,2.0,1.0,578.0,103.36
Kodichikkanahalli,907.0,2,2.0,1.0,453.5,41.25
Bommasandra Industrial Area,1125.0,2,2.0,1.0,562.5,34.11
Anandapura,1200.0,3,2.0,0.6666666666666666,400.0,51.73
Whitefield,1317.0,2,2.0,1.0,658.5,119.7
Belathur,1050.0,2,2.0,1.0,525.0,40.69
Whitefield,1745.0,3,3.0,1.0,581.6666666666666,158.69
Kanakpura Road,1498.0,3,3.0,1.0,499.3333333333333,74.27
Whitefield,1195.0,2,2.0,1.0,597.5,105.7
Prithvi Layout,946.0,3,3.0,1.0,315.3333333333333,63.12
Glass Factory Layout,1152.0,2,2.0,1.0,576.0,50.03
Haralur Road,1202.0,2,2.0,1.0,601.0,106.47
Kundalahalli,1800.0,3,3.0,1.0,600.0,133.83
Hennur Bande,2500.0,3,2.0,0.6666666666666666,833.3333333333334,158.55
Alfa Garden Layout,1240.0,2,2.0,1.0,620.0,43.2
BEML Layout,1200.0,2,2.0,1.0,600.0,65.87
Whitefield,1400.0,2,2.0,1.0,700.0,126.71
Chikkathoguru,1045.0,2,2.0,1.0,522.5,41.61
Banaswadi,1365.0,2,2.0,1.0,682.5,121.14
Hennur,1655.0,3,2.0,0.6666666666666666,551.6666666666666,136.54
Gulimangala,1640.0,3,3.0,1.0,546.6666666666666,61.5
Doddaballapur,2400.0,3,3.0,1.0,800.0,180.72
Kanakpura Road,1665.0,3,3.0,1.0,555.0,86.05
Bilal Nagar,650.0,2,1.0,0.5,325.0,20.25
Devanahalli Int. Airport,1380.0,2,2.0,1.0,690.0,79.47
Kudlu,1162.0,2,2.0,1.0,581.0,48.78
Hormavu,3500.0,4,4.0,1.0,875.0,182.84
Jakkur,1417.0,2,2.0,1.0,708.5,89.84
Hebbal,1320.0,3,3.0,1.0,440.0,134.65
Bannerghatta Road,1640.0,3,3.0,1.0,546.6666666666666,147.6
Banashankari Stage III,1500.0,3,2.0,0.6666666666666666,500.0,78.0
Thigalarapalya,1418.0,2,2.0,1.0,709.0,101.83
Bisuvanahalli,1075.0,3,2.0,0.6666666666666666,358.3333333333333,40.97
Chikka Tirupathi,3356.0,5,5.0,1.0,671.2,154.24
Cox Town,1073.0,2,2.0,1.0,536.5,83.47
Raja Rajeshwari Nagar,1235.0,2,2.0,1.0,617.5,49.6
Byrathi Village,1700.0,4,3.0,0.75,425.0,133.09
Whitefield,1255.0,2,2.0,1.0,627.5,119.41
Banashankari,1470.0,3,2.0,0.6666666666666666,490.0,129.82
Peenya,814.0,2,2.0,1.0,407.0,52.15
Malleshwaram,2475.0,3,4.0,1.3333333333333333,825.0,335.71
Sarjapur  Road,1215.0,2,2.0,1.0,607.5,71.32
Vasanth nagar,1560.0,3,3.0,1.0,520.0,375.65
Hebbal,4235.0,4,5.0,1.25,1058.75,467.84
Thanisandra,1430.0,3,2.0,0.6666666666666666,476.6666666666667,118.02
KR Puram,866.28,2,2.0,1.0,433.14,60.49
Kanakpura Road,1550.0,3,3.0,1.0,516.6666666666666,78.96
Hennur Road,2047.0,3,3.0,1.0,682.3333333333334,127.59
Bhoopsandra,2050.0,3,3.0,1.0,683.3333333333334,151.74
Kaggalipura,700.0,1,1.0,1.0,700.0,36.6
Tala Cauvery Layout,1030.0,2,2.0,1.0,515.0,67.08
Indira Nagar,1149.0,2,2.0,1.0,574.5,132.42
7th Phase JP Nagar,3300.0,3,4.0,1.3333333333333333,1100.0,225.72
Jakkur,3295.0,3,3.0,1.0,1098.3333333333333,217.34
Kumaraswami Layout,1000.0,2,2.0,1.0,500.0,57.68
Kumaraswami Layout,1081.0,2,2.0,1.0,540.5,61.39
Mysore Road,1005.0,2,2.0,1.0,502.5,46.96
Nagasandra,1500.0,2,2.0,1.0,750.0,90.78
Bhoganhalli,1548.3,4,4.0,1.0,387.075,88.66
Banashankari,1260.0,2,2.0,1.0,630.0,108.69
Yelahanka,1304.0,2,2.0,1.0,652.0,103.43
Venkatapura,416.0,1,1.0,1.0,416.0,30.95
Sarjapur,1525.0,3,2.0,0.6666666666666666,508.3333333333333,147.89
Mysore Road,1070.0,2,2.0,1.0,535.0,51.53
Marathahalli,1071.0,2,2.0,1.0,535.5,94.18
"Sarjapur Road, ",2425.0,4,4.0,1.0,606.25,151.32
Hegde Nagar,3216.0,4,5.0,1.25,804.0,224.09
Brookefield,1225.0,2,2.0,1.0,612.5,114.04
Whitefield,1800.0,3,3.0,1.0,600.0,162.81
Kengeri,1000.0,2,2.0,1.0,500.0,58.66
Uttarahalli,1590.0,3,3.0,1.0,530.0,61.85
Subramanyapura,975.0,2,2.0,1.0,487.5,55.83
Kothannur,740.0,2,2.0,1.0,370.0,28.91
Kanakpura Road,2200.0,3,3.0,1.0,733.3333333333334,113.19
Victoria Layout,1650.0,3,3.0,1.0,550.0,166.65
Indira Nagar,3200.0,4,4.0,1.0,800.0,409.47
Kogilu,1140.0,2,2.0,1.0,570.0,51.21
Nagappa Reddy Layout,1820.0,3,3.0,1.0,606.6666666666666,80.33
Horamavu Agara,755.0,2,2.0,1.0,377.5,32.14
Hennur Road,1470.0,3,2.0,0.6666666666666666,490.0,84.83
Jayanagar,900.0,2,2.0,1.0,450.0,106.52
Haralur Road,1140.0,2,2.0,1.0,570.0,107.89
Belathur,1254.0,2,2.0,1.0,627.0,49.95
Electronic City,1320.0,3,2.0,0.6666666666666666,440.0,81.25
Hebbal,1040.0,2,2.0,1.0,520.0,98.19
Hoodi,1350.0,3,2.0,0.6666666666666666,450.0,115.28
Thigalarapalya,3122.0,4,6.0,1.5,780.5,254.79
Uttarahalli,1460.0,3,3.0,1.0,486.6666666666667,57.45
Koramangala,2246.0,3,3.0,1.0,748.6666666666666,329.67
Uttarahalli,1300.0,3,2.0,0.6666666666666666,433.3333333333333,54.46
Rajarajeshwari nagar,1410.0,3,2.0,0.6666666666666666,470.0,57.06
Electronics City Phase 1,1170.0,2,2.0,1.0,585.0,54.12
JCR Layout,1160.0,2,2.0,1.0,580.0,41.55
Uttarahalli,1150.0,2,2.0,1.0,575.0,45.77
6th Phase JP Nagar,2003.0,3,3.0,1.0,667.6666666666666,134.08
Banashankari,1195.0,2,2.0,1.0,597.5,101.14
Electronic City Phase II,1116.0,2,2.0,1.0,558.0,32.1
JP Nagar,3000.0,4,4.0,1.0,750.0,283.77
5th Block Hbr Layout,1312.0,2,2.0,1.0,656.0,71.66
Mysore Road,1560.0,3,3.0,1.0,520.0,76.89
Binnamangala,3968.0,6,5.0,0.8333333333333334,661.3333333333334,1020.13
Harlur,1197.0,2,2.0,1.0,598.5,107.38
Sarjapur  Road,1700.0,3,3.0,1.0,566.6666666666666,101.59
Sahakara Nagar,1100.0,2,2.0,1.0,550.0,65.93
Brookefield,1500.0,4,5.0,1.25,375.0,155.99
Ananth Nagar,1074.0,2,2.0,1.0,537.0,30.35
Jalahalli,600.0,1,1.0,1.0,600.0,37.88
Whitefield,1295.0,2,2.0,1.0,647.5,116.64
Varthur Road,805.5,2,2.0,1.0,402.75,33.9
Hebbal,1662.0,3,3.0,1.0,554.0,161.3
Bethel Nagar,1092.0,3,3.0,1.0,364.0,38.11
Hegde Nagar,1718.0,3,3.0,1.0,572.6666666666666,116.86
Tumkur Road,1098.0,2,2.0,1.0,549.0,65.91
Richmond Town,2200.0,3,3.0,1.0,733.3333333333334,359.9
HSR Layout,1372.0,2,2.0,1.0,686.0,142.44
Thanisandra,1430.0,3,2.0,0.6666666666666666,476.6666666666667,114.4
5th Phase JP Nagar,2500.0,5,5.0,1.0,500.0,132.85
Raja Rajashweri Nagar,1410.0,3,2.0,0.6666666666666666,470.0,46.98
Hennur,1155.0,2,2.0,1.0,577.5,95.16
Yelahanka,3206.0,4,5.0,1.25,801.5,287.83
Whitefield,1295.0,2,2.0,1.0,647.5,118.88
Balagere,1210.0,2,2.0,1.0,605.0,77.17
Karuna Nagar,1057.0,2,2.0,1.0,528.5,79.89
7th Phase JP Nagar,1400.0,3,2.0,0.6666666666666666,466.6666666666667,96.84
Koramangala,2400.0,4,5.0,1.25,600.0,362.62
EPIP Zone,1810.0,2,2.0,1.0,905.0,118.48
Singasandra,600.0,1,1.0,1.0,600.0,27.94
Kengeri,750.0,2,2.0,1.0,375.0,46.1
Devanahalli,775.0,1,1.0,1.0,775.0,36.53
Kadugodi,1614.0,3,2.0,0.6666666666666666,538.0,130.9
Bommasandra Industrial Area,1491.0,3,3.0,1.0,497.0,42.17
Kanakpura Road,1420.0,3,2.0,0.6666666666666666,473.3333333333333,75.23
Chandra Layout,890.0,1,1.0,1.0,890.0,69.97
Banashankari Stage VI,1177.5,2,2.0,1.0,588.75,59.0
Thanisandra,1697.0,3,3.0,1.0,565.6666666666666,147.67
Tumkur Road,708.0,2,2.0,1.0,354.0,45.72
Govindpura,1690.0,3,3.0,1.0,563.3333333333334,83.22
Thanisandra,1430.0,3,2.0,0.6666666666666666,476.6666666666667,117.8
Nagavarapalya,705.0,1,1.0,1.0,705.0,51.42
Uttarahalli,1245.0,3,2.0,0.6666666666666666,415.0,50.19
Haralur Road,1810.0,3,3.0,1.0,603.3333333333334,161.56
Cambridge Layout,2400.0,3,3.0,1.0,800.0,282.79
Electronic City Phase II,630.0,1,1.0,1.0,630.0,17.74
Lavelle Road,985.0,2,2.0,1.0,492.5,149.2
Maruthi HBCS Layout,1250.0,3,3.0,1.0,416.6666666666667,40.09
Harlur,1884.0,4,4.0,1.0,471.0,187.72
Rajaji Nagar,1640.0,3,3.0,1.0,546.6666666666666,221.01
Kanakpura Road,1665.0,3,3.0,1.0,555.0,85.0
Sarjapur  Road,1660.0,3,3.0,1.0,553.3333333333334,93.36
HBR Layout,1783.0,3,3.0,1.0,594.3333333333334,174.72
Sarjapur  Road,2750.0,4,5.0,1.25,687.5,170.78
Abbigere,765.0,1,2.0,2.0,765.0,28.92
Whitefield,1195.0,2,2.0,1.0,597.5,107.67
Magadi Road,1200.0,3,3.0,1.0,400.0,56.8
Lakshminarayana Pura,1720.0,3,3.0,1.0,573.3333333333334,117.67
Electronics City Phase 1,1175.0,2,2.0,1.0,587.5,56.46
Seegehalli,1096.0,2,2.0,1.0,548.0,51.62
Yeshwanthpur,1160.0,2,2.0,1.0,580.0,64.65
Hennur,1255.0,2,2.0,1.0,627.5,101.6
Kanaka Nagar,900.0,2,2.0,1.0,450.0,59.53
Whitefield,877.0,1,1.0,1.0,877.0,77.84
Kanakpura Road,1120.0,2,2.0,1.0,560.0,55.45
Rajaji Nagar,1056.0,2,1.0,0.5,528.0,144.38
Nagarbhavi,2500.0,5,3.0,0.6,500.0,236.15
Kanakapura,1460.0,3,2.0,0.6666666666666666,486.6666666666667,68.78
Whitefield,1840.0,3,3.0,1.0,613.3333333333334,167.0
Bhoganhalli,1700.0,3,3.0,1.0,566.6666666666666,95.0
Sri Sai Layout,1195.0,2,2.0,1.0,597.5,40.45
Indira Nagar,2400.0,4,5.0,1.25,600.0,301.3
Govindpura,1639.0,3,3.0,1.0,546.3333333333334,76.02
Thigalarapalya,2072.0,3,4.0,1.3333333333333333,690.6666666666666,157.08
Vittasandra,1404.0,2,2.0,1.0,702.0,70.12
Thanisandra,1735.0,3,3.0,1.0,578.3333333333334,142.39
Kanakapura,1090.0,2,2.0,1.0,545.0,50.29
Kaggadasapura,1105.0,2,2.0,1.0,552.5,107.98
Electronic City Phase II,1165.0,2,2.0,1.0,582.5,32.56
Kudlu Gate,1535.0,3,3.0,1.0,511.6666666666667,127.07
Seegehalli,1525.0,3,3.0,1.0,508.3333333333333,75.82
Bisuvanahalli,1075.0,3,2.0,0.6666666666666666,358.3333333333333,42.36
Govindapura,1500.0,2,2.0,1.0,750.0,79.47
Haralur Road,1255.0,3,3.0,1.0,418.3333333333333,119.81
Celebrity Paradise Layout,532.0,1,1.0,1.0,532.0,18.48
Kodigehaali,1324.0,3,3.0,1.0,441.3333333333333,67.13
Kammasandra,1500.0,3,3.0,1.0,500.0,46.53
Indira Nagar,3200.0,4,3.0,0.75,800.0,391.62
Mysore Road,1560.0,3,3.0,1.0,520.0,79.93
Hoskote,1003.5,2,2.0,1.0,501.75,34.38
Whitefield,2140.0,3,3.0,1.0,713.3333333333334,196.22
Whitefield,1204.0,4,4.0,1.0,301.0,114.92
Electronic City,1090.0,2,2.0,1.0,545.0,66.09
Chandapura,1015.0,2,2.0,1.0,507.5,63.77
Doddakallasandra,1010.0,2,2.0,1.0,505.0,42.2
Kaggadasapura,1110.0,2,2.0,1.0,555.0,103.37
AGS Layout,1075.0,2,2.0,1.0,537.5,49.58
Chikkadunnasandra,1200.0,2,2.0,1.0,600.0,42.91
Hegde Nagar,1965.0,3,4.0,1.3333333333333333,655.0,137.1
Ramamurthy Nagar,2916.0,4,5.0,1.25,729.0,153.56
Mahalakshmi Puram,1290.0,2,1.0,0.5,645.0,209.95
Harlur,3425.0,3,3.0,1.0,1141.6666666666667,330.82
Hormavu,715.0,1,1.0,1.0,715.0,33.83
Sahyadri Layout,1750.0,3,3.0,1.0,583.3333333333334,180.88
Hessarghatta,900.0,2,2.0,1.0,450.0,43.32
Varthur,1091.0,2,2.0,1.0,545.5,94.63
Hennur Road,1053.0,2,2.0,1.0,526.5,61.47
Bellandur,1096.0,2,2.0,1.0,548.0,109.39
Kanakpura Road,1600.0,3,3.0,1.0,533.3333333333334,81.76
7th Phase JP Nagar,1190.0,2,2.0,1.0,595.0,80.4
Ambalipura,1607.0,3,2.0,0.6666666666666666,535.6666666666666,97.0
Magadi Road,5000.0,5,6.0,1.2,1000.0,254.4
Sri Sai Layout,1000.0,2,2.0,1.0,500.0,35.23
Kodichikkanahalli,900.0,2,2.0,1.0,450.0,41.11
7th Phase JP Nagar,1040.0,2,2.0,1.0,520.0,69.48
4th Block Koramangala,4500.0,9,9.0,1.0,500.0,625.68
Electronic City,1025.0,2,2.0,1.0,512.5,62.86
Yelahanka,3050.0,5,5.0,1.0,610.0,271.48
KR Puram,1120.0,2,2.0,1.0,560.0,78.7
Old Madras Road,1100.0,2,2.0,1.0,550.0,60.94
Kalena Agrahara,1450.0,3,3.0,1.0,483.3333333333333,72.28
Ramamurthy Nagar,1100.0,2,2.0,1.0,550.0,52.91
Hegganahalli,1200.0,1,1.0,1.0,1200.0,44.57
7th Phase JP Nagar,1680.0,3,3.0,1.0,560.0,108.34
Kalkere Channasandra,1200.0,2,2.0,1.0,600.0,54.62
Sarjapur  Road,1210.0,2,2.0,1.0,605.0,71.92
Hadosiddapura,1090.0,2,2.0,1.0,545.0,97.82
Begur,1580.0,3,3.0,1.0,526.6666666666666,79.17
Gunjur,1457.0,2,2.0,1.0,728.5,61.66
Tirumanahalli,1146.0,2,2.0,1.0,573.0,48.75
2nd Phase JP Nagar,1040.0,2,2.0,1.0,520.0,71.39
8th block Koramangala,1165.0,2,2.0,1.0,582.5,160.23
Hosa Road,1532.0,3,3.0,1.0,510.6666666666667,74.79
Yeshwanthpur,3600.0,4,5.0,1.25,900.0,214.09
Sarjapur  Road,1115.0,2,2.0,1.0,557.5,62.27
Hosa Road,1063.0,2,2.0,1.0,531.5,47.95
Whitefield,1100.0,2,2.0,1.0,550.0,104.57
Marathahalli,1469.0,3,3.0,1.0,489.6666666666667,132.28
Billekahalli,1805.0,3,3.0,1.0,601.6666666666666,107.9
J C Nagar,1200.0,3,2.0,0.6666666666666666,400.0,79.22
Budigere,664.0,1,1.0,1.0,664.0,29.79
Yelenahalli,1200.0,2,2.0,1.0,600.0,46.7
CV Raman Nagar,1025.0,2,2.0,1.0,512.5,53.38
Billekahalli,1125.0,2,2.0,1.0,562.5,66.36
Talaghattapura,1800.0,3,3.0,1.0,600.0,115.15
Brookefield,1200.0,2,2.0,1.0,600.0,113.63
Raja Rajeshwari Nagar,1306.0,2,2.0,1.0,653.0,52.72
Electronics City Phase 1,1800.0,3,3.0,1.0,600.0,88.65
R.T. Nagar,1140.0,3,3.0,1.0,380.0,75.81
Bhoopsandra,2150.0,3,3.0,1.0,716.6666666666666,157.64
Hennur Road,1832.0,3,3.0,1.0,610.6666666666666,114.92
Ananth Nagar,850.0,2,2.0,1.0,425.0,23.08
Dodda Nekkundi,1264.0,2,2.0,1.0,632.0,57.4
Silk Board,1215.0,2,2.0,1.0,607.5,51.48
Kothanur,1170.0,3,3.0,1.0,390.0,58.61
Hebbal,6000.0,8,8.0,1.0,750.0,643.44
Prithvi Layout,2273.0,3,4.0,1.3333333333333333,757.6666666666666,152.43
2nd Phase Judicial Layout,1150.0,2,2.0,1.0,575.0,41.98
Badavala Nagar,1494.0,3,2.0,0.6666666666666666,498.0,95.45
Green Glen Layout,1776.42,3,3.0,1.0,592.14,123.6
Electronic City,2435.0,4,4.0,1.0,608.75,151.04
Bannerghatta,3012.0,4,6.0,1.5,753.0,218.34
Electronic City,1190.0,2,2.0,1.0,595.0,72.84
Whitefield,1315.0,2,2.0,1.0,657.5,116.15
Narayanapura,1308.0,2,2.0,1.0,654.0,75.08
Raja Rajeshwari Nagar,1500.0,3,3.0,1.0,500.0,66.32
GB Palya,930.0,2,2.0,1.0,465.0,45.63
Kanakpura Road,1450.0,3,3.0,1.0,483.3333333333333,76.01
Bisuvanahalli,1180.0,3,2.0,0.6666666666666666,393.3333333333333,44.11
Rachenahalli,1224.0,2,2.0,1.0,612.0,61.67
Harlur,1508.0,2,2.0,1.0,754.0,138.9
Jalahalli East,1200.0,4,4.0,1.0,300.0,65.71
Nanjappa Layout,1069.0,2,2.0,1.0,534.5,54.84
Begur Road,1260.0,2,2.0,1.0,630.0,86.6
Gunjur,1190.0,2,2.0,1.0,595.0,51.04
Hosakerehalli,925.0,2,2.0,1.0,462.5,82.49
Hulimavu,1058.0,2,2.0,1.0,529.0,54.58
Sarjapur,1364.0,3,2.0,0.6666666666666666,454.6666666666667,126.16
Electronics City Phase 1,1125.0,2,2.0,1.0,562.5,52.45
Nagarbhavi,1145.0,2,2.0,1.0,572.5,99.39
Rajaji Nagar,1718.0,2,3.0,1.5,859.0,230.25
Kumaraswami Layout,1310.0,3,2.0,0.6666666666666666,436.6666666666667,76.88
HBR Layout,1700.0,3,3.0,1.0,566.6666666666666,169.03
Chandapura,645.0,1,1.0,1.0,645.0,37.8
Kothannur,820.0,2,2.0,1.0,410.0,32.37
HSR Layout,1140.0,2,2.0,1.0,570.0,122.58
Lingadheeranahalli,1682.0,3,3.0,1.0,560.6666666666666,116.19
Sector 7 HSR Layout,1163.0,2,2.0,1.0,581.5,100.01
8th Phase JP Nagar,1224.0,3,2.0,0.6666666666666666,408.0,52.91
Bommanahalli,3000.0,8,8.0,1.0,375.0,252.6
Raja Rajeshwari Nagar,1143.0,2,2.0,1.0,571.5,47.19
Whitefield,4000.0,4,4.0,1.0,1000.0,394.68
Abbigere,1020.0,2,2.0,1.0,510.0,43.89
Sarjapur  Road,1680.0,3,3.0,1.0,560.0,106.06
Jigani,2400.0,3,4.0,1.3333333333333333,800.0,132.55
Balagere,1205.0,2,2.0,1.0,602.5,72.12
Uttarahalli,1025.0,2,2.0,1.0,512.5,41.03
Sarjapur,1242.5,2,2.0,1.0,621.25,117.75
Kashi Nagar,1600.0,4,4.0,1.0,400.0,70.35
7th Phase JP Nagar,1850.0,3,3.0,1.0,616.6666666666666,126.8
Begur Road,1160.0,2,2.0,1.0,580.0,78.88
Marathahalli,1314.0,2,2.0,1.0,657.0,124.65
Nelamangala,52272.0,3,2.0,0.6666666666666666,17424.0,1805.47
Kudlu,1027.0,2,2.0,1.0,513.5,43.4
Electronic City,1350.0,3,3.0,1.0,450.0,80.68
Sompura,825.0,2,2.0,1.0,412.5,33.33
akshaya nagar t c palya,1200.0,4,4.0,1.0,300.0,130.0
Thanisandra,1200.0,2,2.0,1.0,600.0,97.31
1st Block HBR Layout,2500.0,5,6.0,1.2,500.0,199.8
Hennur,1255.0,2,2.0,1.0,627.5,95.98
Marsur,1200.0,3,3.0,1.0,400.0,98.39
Silver Springs Layout,1885.0,3,3.0,1.0,628.3333333333334,87.2
Haralur Road,1194.0,2,2.0,1.0,597.0,113.33
Yelahanka New Town,440.0,1,1.0,1.0,440.0,21.04
CV Raman Nagar,1480.0,3,3.0,1.0,493.3333333333333,75.17
Yelahanka New Town,500.0,1,1.0,1.0,500.0,23.72
Koramangala,1320.0,2,2.0,1.0,660.0,185.53
Electronics City Phase 1,891.0,2,2.0,1.0,445.5,42.41
CV Raman Nagar,1225.0,2,2.0,1.0,612.5,61.73
Kanakpura Road,900.0,2,2.0,1.0,450.0,44.96
Hosa Road,1708.0,4,3.0,0.75,427.0,85.43
Panduranga Nagar,1827.0,3,3.0,1.0,609.0,90.02
Uttarahalli,1250.0,3,2.0,0.6666666666666666,416.6666666666667,50.4
Panathur,1000.0,2,2.0,1.0,500.0,98.0
Kanakpura Road,2000.0,3,3.0,1.0,666.6666666666666,105.38
Uttarahalli,1235.0,2,2.0,1.0,617.5,48.73
Thanisandra,1445.0,3,2.0,0.6666666666666666,481.6666666666667,117.58
Hessarghatta,700.0,2,2.0,1.0,350.0,33.98
Banashankari Stage V,1510.0,3,3.0,1.0,503.3333333333333,55.6
Haralur Road,1464.0,2,2.0,1.0,732.0,146.69
Langford Gardens,2777.29,3,5.0,1.6666666666666667,925.7633333333333,663.24
Vignana Nagar,1200.0,2,2.0,1.0,600.0,53.16
Hegde Nagar,3734.0,4,5.0,1.25,933.5,267.43
Shampura,2800.0,7,5.0,0.7142857142857143,400.0,152.91
Dasanapura,1500.0,2,3.0,1.5,750.0,76.47
Raja Rajeshwari Nagar,648.0,1,1.0,1.0,648.0,25.93
Budigere,1153.0,2,2.0,1.0,576.5,59.37
Basaveshwara Nagar,1900.0,3,3.0,1.0,633.3333333333334,150.9
 Devarachikkanahalli,947.0,2,2.0,1.0,473.5,38.39
Bannerghatta Road,1237.5,2,2.0,1.0,618.75,118.22
Haralur Road,1830.0,3,3.0,1.0,610.0,175.55
Lingadheeranahalli,1683.0,3,3.0,1.0,561.0,112.73
5th Phase JP Nagar,1075.0,2,2.0,1.0,537.5,51.16
Gunjur Palya,1050.0,2,2.0,1.0,525.0,38.48
Bannerghatta Road,500.0,1,1.0,1.0,500.0,40.96
Kodathi,829.0,2,2.0,1.0,414.5,24.87
Sarjapur,1240.0,2,2.0,1.0,620.0,110.92
Attibele,900.0,2,1.0,0.5,450.0,47.98
Bannerghatta Road,1100.0,3,2.0,0.6666666666666666,366.6666666666667,96.66
Balagere,1007.0,2,2.0,1.0,503.5,65.41
Byrasandra,1250.0,2,2.0,1.0,625.0,62.25
Chikka Tirupathi,4500.0,4,5.0,1.25,1125.0,210.33
Yelahanka,1322.0,2,2.0,1.0,661.0,106.0
Haralur Road,1300.0,2,2.0,1.0,650.0,116.73
Richmond Road,3500.0,3,3.0,1.0,1166.6666666666667,636.72
Doddathoguru,1100.0,2,2.0,1.0,550.0,39.93
Yelahanka,1326.0,2,2.0,1.0,663.0,104.71
Kodbisanhalli,1012.0,2,2.0,1.0,506.0,61.09
Kasavanhalli,1245.0,2,2.0,1.0,622.5,68.54
Hegde Nagar,1584.01,3,3.0,1.0,528.0033333333333,108.2
Ramamurthy Nagar,2200.0,4,4.0,1.0,550.0,116.34
Whitefield,2858.0,4,4.0,1.0,714.5,278.88
Kaggadasapura,1060.0,2,2.0,1.0,530.0,91.37
Vyalikaval,1100.0,2,2.0,1.0,550.0,72.89
Haralur Road,1027.0,2,2.0,1.0,513.5,102.94
Whitefield,1405.0,3,3.0,1.0,468.3333333333333,136.95
Haralur Road,1650.0,3,3.0,1.0,550.0,162.46
Harlur,1197.0,2,2.0,1.0,598.5,108.65
Vijayanagar,2400.0,1,2.0,2.0,2400.0,213.43
Hoodi,1644.0,3,3.0,1.0,548.0,146.86
BTM 2nd Stage,1200.0,2,2.0,1.0,600.0,77.24
Chandapura,645.0,1,1.0,1.0,645.0,37.87
Uttarahalli,1085.0,2,2.0,1.0,542.5,44.72
Samethanahalli,799.0,2,2.0,1.0,399.5,35.93
Rachenahalli,680.0,1,1.0,1.0,680.0,32.82
Hagadur,1086.0,2,2.0,1.0,543.0,49.09
Rajaji Nagar,1440.0,2,2.0,1.0,720.0,197.68
Ambedkar Nagar,2225.0,3,4.0,1.3333333333333333,741.6666666666666,162.58
Shanthi Layout,1272.0,3,4.0,1.3333333333333333,424.0,86.98
Jakkur,1473.0,2,2.0,1.0,736.5,90.59
Hebbal,687.325,2,2.0,1.0,343.6625,68.07
Sarjapur  Road,3335.0,4,4.0,1.0,833.75,199.63
Garudachar Palya,1325.0,3,2.0,0.6666666666666666,441.6666666666667,60.59
Hennur Road,1500.0,5,5.0,1.0,300.0,103.76
BEML Layout,999.0,2,2.0,1.0,499.5,49.72
Talaghattapura,1090.0,2,2.0,1.0,545.0,66.34
Sarjapur  Road,3900.0,4,4.0,1.0,975.0,224.41
Shree Ananth Nagar Layout,1154.0,2,2.0,1.0,577.0,40.42
Sarjapur  Road,1750.0,4,3.0,0.75,437.5,104.84
BEML Layout,1194.0,2,2.0,1.0,597.0,66.11
Kogilu,1559.0,3,3.0,1.0,519.6666666666666,69.02
